time	cp0	cai0	J_uni0	jNCX_m0	ca_mito0	psi_mito0	atp0	adp0
32183	0.14398	0.17152	0.000683277	0.0234241	1.85133	180.955	4957.57	51.0607
32184	0.142528	0.169651	0.000676843	0.0236841	1.8511	180.966	4957.57	51.0607
32185	0.141448	0.167847	0.000672063	0.0239402	1.85087	180.978	4957.57	51.0608
32186	0.140465	0.166107	0.000667708	0.0241925	1.85064	180.989	4957.57	51.0608
32187	0.139226	0.164426	0.000662209	0.0244411	1.8504	181	4957.57	51.0608
32188	0.137914	0.162802	0.000656377	0.0246861	1.85016	181.01	4957.57	51.0608
32189	0.136719	0.16123	0.000651063	0.0249276	1.84992	181.02	4957.56	51.0609
32190	0.135682	0.15971	0.000646453	0.0251657	1.84968	181.03	4957.56	51.0609
32191	0.134814	0.158239	0.000642591	0.0254002	1.84943	181.04	4957.56	51.0609
32192	0.134079	0.156816	0.000639325	0.0256311	1.84918	181.049	4957.56	51.061
32193	0.133447	0.155438	0.000636516	0.0258586	1.84893	181.058	4957.56	51.061
32194	0.132874	0.154103	0.000633972	0.0260825	1.84868	181.066	4957.56	51.061
32195	0.132387	0.152811	0.000631808	0.026303	1.84842	181.074	4957.56	51.0611
32196	0.135896	0.151567	0.000647534	0.0265186	1.84816	181.082	4957.56	51.0611
32197	0.141616	0.150381	0.000673094	0.0267271	1.8479	181.09	4957.56	51.0611
32198	0.146175	0.149246	0.000693422	0.0269297	1.84764	181.098	4957.55	51.0611
32199	0.146226	0.148151	0.000693668	0.0271279	1.84738	181.105	4957.55	51.0612
32200	0.217251	0.147164	0.00100541	0.0273089	1.84712	181.112	4957.55	51.0612
32201	0.675161	0.147232	0.00290014	0.0272946	1.84686	181.117	4957.55	51.0612
32202	0.449737	0.147275	0.00198544	0.0272848	1.84661	181.122	4957.55	51.0613
32203	0.264305	0.146749	0.00120804	0.0273811	1.84635	181.127	4957.55	51.0613
32204	0.222696	0.146039	0.00102906	0.0275126	1.84609	181.133	4957.55	51.0613
32205	0.189822	0.145247	0.000886058	0.027661	1.84583	181.139	4957.55	51.0614
32206	0.22586	0.144475	0.00104278	0.0278071	1.84556	181.145	4957.54	51.0614
32207	0.196729	0.143746	0.000916268	0.0279463	1.84529	181.151	4957.54	51.0614
32208	0.173911	0.142937	0.000816289	0.0281026	1.84502	181.156	4957.54	51.0614
32209	0.160767	0.142097	0.000758315	0.0282666	1.84474	181.161	4957.54	51.0615
32210	0.153551	0.141243	0.000726352	0.0284354	1.84447	181.167	4957.54	51.0615
32211	0.15026	0.140387	0.000711749	0.0286064	1.84419	181.172	4957.54	51.0615
32212	0.14957	0.139538	0.000708691	0.0287779	1.84391	181.176	4957.54	51.0616
32213	0.150294	0.1387	0.00071192	0.0289492	1.84363	181.181	4957.54	51.0616
32214	0.152006	0.137874	0.000719532	0.0291199	1.84334	181.186	4957.54	51.0616
32215	0.154667	0.137062	0.000731352	0.0292895	1.84306	181.19	4957.53	51.0617
32216	0.158123	0.136265	0.000746672	0.0294577	1.84277	181.194	4957.53	51.0617
32217	0.162397	0.135485	0.000765593	0.0296241	1.84248	181.198	4957.53	51.0617
32218	0.167525	0.134722	0.000788249	0.0297885	1.8422	181.201	4957.53	51.0617
32219	0.173659	0.133977	0.000815284	0.0299506	1.8419	181.205	4957.53	51.0618
32220	0.181212	0.133251	0.000848488	0.0301101	1.84161	181.208	4957.53	51.0618
32221	0.190937	0.132544	0.000891099	0.0302668	1.84132	181.212	4957.53	51.0618
32222	0.210585	0.131867	0.000976753	0.0304182	1.84103	181.214	4957.53	51.0619
32223	0.251036	0.131274	0.00115145	0.0305513	1.84073	181.217	4957.52	51.0619
32224	0.269129	0.130721	0.00122895	0.0306763	1.84044	181.22	4957.52	51.0619
32225	1.86024	0.131998	0.00743976	0.0303739	1.84017	181.219	4957.52	51.062
32226	112.539	0.17546	0.312128	0.0227425	1.84317	180.867	4957.52	51.062
32227	93.8777	0.225477	0.265064	0.0176342	1.84561	180.594	4957.52	51.062
32228	27.4909	0.268417	0.0876774	0.014781	1.84722	180.425	4957.52	51.062
32229	33.7398	0.30276	0.105447	0.0130798	1.84869	180.276	4957.52	51.0621
32230	3.20774	0.319037	0.012249	0.012403	1.84947	180.209	4957.52	51.0621
32231	30.589	0.315284	0.0964554	0.0125527	1.8496	180.213	4957.51	51.0621
32232	32.0404	0.326838	0.100547	0.0120997	1.85039	180.147	4957.51	51.0622
32233	3.0314	0.326359	0.0116228	0.0121203	1.85051	180.155	4957.51	51.0622
32234	5.238	0.330328	0.0192398	0.0119735	1.85085	180.138	4957.51	51.0622
32235	24.0255	0.338942	0.077431	0.011665	1.85138	180.101	4957.51	51.0623
32236	6.07114	0.389883	0.0220112	0.0101201	1.85315	179.933	4957.51	51.0623
32237	2.3105	0.385269	0.00903351	0.0102451	1.85326	179.949	4957.51	51.0623
32238	1.65495	0.383004	0.00663251	0.0103069	1.85354	179.946	4957.5	51.0624
32239	1.23186	0.371836	0.0050445	0.0106228	1.85349	179.979	4957.5	51.0624
32240	3.03706	0.362638	0.0116339	0.0108967	1.85355	179.999	4957.5	51.0624
32241	44.1772	0.36351	0.13426	0.0108697	1.85394	179.982	4957.5	51.0625
32242	1.91875	0.375905	0.00760629	0.0105064	1.85462	179.934	4957.5	51.0625
32243	2.65347	0.371139	0.0102672	0.0106448	1.85475	179.947	4957.5	51.0625
32244	1.04778	0.362723	0.00434062	0.010898	1.85471	179.979	4957.5	51.0626
32245	31.6886	0.363902	0.0994302	0.0108594	1.85526	179.945	4957.5	51.0626
32246	16.1023	0.360464	0.0537622	0.010966	1.85542	179.954	4957.49	51.0626
32247	2.24644	0.361613	0.00880159	0.0109295	1.85588	179.93	4957.49	51.0627
32248	15.4481	0.35629	0.051761	0.0110944	1.85612	179.93	4957.49	51.0627
32249	29.5963	0.3567	0.0934475	0.0110798	1.8566	179.905	4957.49	51.0627
32250	0.878462	0.352441	0.00368385	0.0112184	1.85666	179.926	4957.49	51.0628
32251	0.531075	0.341528	0.00230586	0.011584	1.85658	179.961	4957.49	51.0628
32252	0.463706	0.330816	0.00203215	0.0119664	1.85648	179.997	4957.49	51.0628
32253	0.430586	0.32068	0.00189669	0.012352	1.85638	180.032	4957.48	51.0629
32254	0.576528	0.311505	0.00249063	0.012723	1.85627	180.066	4957.48	51.0629
32255	0.48175	0.303182	0.00210689	0.0130795	1.85617	180.098	4957.48	51.0629
32256	0.399202	0.294951	0.00176816	0.0134518	1.85605	180.131	4957.48	51.063
32257	0.378034	0.28709	0.00168069	0.0138273	1.85593	180.162	4957.48	51.063
32258	0.701559	0.280344	0.00299232	0.0141671	1.85581	180.193	4957.48	51.063
32259	0.481463	0.274454	0.00210701	0.014478	1.8557	180.222	4957.48	51.0631
32260	0.356051	0.268016	0.0015899	0.0148328	1.85557	180.251	4957.48	51.0631
32261	0.314858	0.261722	0.0014175	0.0151966	1.85544	180.28	4957.47	51.0631
32262	0.293273	0.255698	0.00132661	0.0155615	1.85529	180.309	4957.47	51.0632
32263	0.277566	0.249961	0.0012602	0.0159255	1.85515	180.336	4957.47	51.0632
32264	0.26478	0.244505	0.00120596	0.0162877	1.855	180.363	4957.47	51.0632
32265	0.253587	0.239317	0.00115833	0.0166474	1.85485	180.39	4957.47	51.0633
32266	0.244119	0.23438	0.00111794	0.0170046	1.85469	180.416	4957.47	51.0633
32267	0.235623	0.22968	0.00108161	0.017359	1.85453	180.441	4957.47	51.0633
32268	0.227314	0.225203	0.00104597	0.0177105	1.85437	180.465	4957.47	51.0634
32269	0.21985	0.220936	0.00101389	0.0180587	1.8542	180.489	4957.46	51.0634
32270	0.21239	0.216866	0.000981739	0.0184037	1.85403	180.512	4957.46	51.0634
32271	0.205088	0.212982	0.000950185	0.0187452	1.85385	180.535	4957.46	51.0634
32272	0.197804	0.209273	0.000918629	0.0190832	1.85367	180.557	4957.46	51.0635
32273	0.191063	0.205728	0.000889347	0.0194176	1.85349	180.578	4957.46	51.0635
32274	0.185168	0.202339	0.000863691	0.0197483	1.8533	180.599	4957.46	51.0635
32275	0.18001	0.199097	0.000841197	0.0200751	1.85311	180.62	4957.46	51.0636
32276	0.175818	0.195996	0.000822893	0.0203979	1.85291	180.639	4957.46	51.0636
32277	0.181065	0.193054	0.000845963	0.0207137	1.85272	180.659	4957.45	51.0636
32278	0.179588	0.190255	0.000839564	0.0210232	1.85252	180.677	4957.45	51.0637
32279	0.175062	0.187569	0.000819778	0.0213288	1.85231	180.696	4957.45	51.0637
32280	0.16934	0.184985	0.000794694	0.0216312	1.85211	180.713	4957.45	51.0637
32281	0.163676	0.182494	0.000769804	0.0219306	1.8519	180.731	4957.45	51.0638
32282	0.158913	0.180096	0.00074883	0.0222267	1.85168	180.747	4957.45	51.0638
32283	0.155024	0.177787	0.000731679	0.0225192	1.85147	180.764	4957.45	51.0638
32284	0.151861	0.175566	0.000717719	0.0228077	1.85125	180.78	4957.45	51.0638
32285	0.149503	0.173429	0.000707304	0.0230922	1.85103	180.795	4957.44	51.0639
32286	0.147164	0.171373	0.000696962	0.0233726	1.8508	180.81	4957.44	51.0639
32287	0.14521	0.169394	0.000688321	0.0236487	1.85057	180.825	4957.44	51.0639
32288	0.143228	0.167489	0.00067954	0.0239207	1.85034	180.839	4957.44	51.064
32289	0.141412	0.165653	0.000671494	0.0241884	1.85011	180.853	4957.44	51.064
32290	0.139829	0.163885	0.000664471	0.0244519	1.84987	180.866	4957.44	51.064
32291	0.138626	0.16218	0.000659142	0.0247112	1.84963	180.879	4957.44	51.0641
32292	0.139932	0.160541	0.000664998	0.0249656	1.84939	180.891	4957.44	51.0641
32293	0.144206	0.158976	0.000684071	0.0252132	1.84915	180.904	4957.44	51.0641
32294	0.146581	0.157481	0.00069467	0.0254544	1.8489	180.915	4957.43	51.0641
32295	0.145283	0.156037	0.000688928	0.0256913	1.84865	180.927	4957.43	51.0642
32296	0.143915	0.154643	0.00068287	0.0259242	1.8484	180.938	4957.43	51.0642
32297	0.150065	0.153305	0.000710238	0.0261516	1.84815	180.949	4957.43	51.0642
32298	0.14561	0.152018	0.000690467	0.0263739	1.84789	180.959	4957.43	51.0643
32299	0.13905	0.150752	0.000661265	0.0265962	1.84763	180.969	4957.43	51.0643
32300	0.140333	0.14952	0.000667012	0.0268158	1.84737	180.979	4957.43	51.0643
32301	0.176034	0.148416	0.000825038	0.0270156	1.84711	180.989	4957.43	51.0644
32302	0.174695	0.147389	0.000819182	0.027204	1.84685	180.998	4957.42	51.0644
32303	0.161539	0.146354	0.000761219	0.0273963	1.84658	181.006	4957.42	51.0644
32304	0.154698	0.145328	0.000730969	0.0275895	1.84631	181.015	4957.42	51.0644
32305	0.151819	0.144321	0.000718223	0.0277816	1.84605	181.023	4957.42	51.0645
32306	0.15229	0.143347	0.000720333	0.0279698	1.84577	181.031	4957.42	51.0645
32307	0.14711	0.14239	0.000697343	0.0281572	1.8455	181.039	4957.42	51.0645
32308	0.143111	0.141446	0.000679562	0.0283443	1.84522	181.047	4957.42	51.0646
32309	0.141434	0.14052	0.000672106	0.0285299	1.84495	181.054	4957.42	51.0646
32310	82.6572	0.150899	0.237178	0.0265158	1.84601	180.915	4957.42	51.0646
32311	69.5328	0.181295	0.202806	0.0219961	1.8482	180.663	4957.41	51.0647
32312	25.5432	0.19909	0.0820911	0.0199947	1.84939	180.529	4957.41	51.0647
32313	0.326909	0.198152	0.00146972	0.0200928	1.84928	180.542	4957.41	51.0647
32314	0.20087	0.194327	0.000931843	0.020494	1.84909	180.563	4957.41	51.0648
32315	0.173448	0.19057	0.000812166	0.0209035	1.84889	180.584	4957.41	51.0648
32316	0.160213	0.186977	0.000753989	0.0213106	1.84869	180.604	4957.41	51.0648
32317	0.154338	0.18356	0.000728093	0.0217123	1.84848	180.623	4957.41	51.0648
32318	0.153475	0.180329	0.000724332	0.0221063	1.84827	180.642	4957.4	51.0649
32319	0.155206	0.177277	0.00073205	0.0224916	1.84806	180.661	4957.4	51.0649
32320	0.156959	0.174392	0.000739855	0.0228682	1.84784	180.678	4957.4	51.0649
32321	0.158965	0.171662	0.000748774	0.0232362	1.84761	180.696	4957.4	51.065
32322	0.16199	0.169075	0.000762184	0.0235957	1.84739	180.712	4957.4	51.065
32323	0.16865	0.16663	0.000791583	0.0239458	1.84716	180.729	4957.4	51.065
32324	0.924867	0.165207	0.00387976	0.0241553	1.84693	180.743	4957.4	51.0651
32325	0.928455	0.165922	0.00389395	0.0240531	1.84674	180.754	4957.4	51.0651
32326	0.375233	0.164756	0.00167351	0.0242262	1.84653	180.767	4957.4	51.0651
32327	0.358823	0.163205	0.00160513	0.0244593	1.8463	180.781	4957.39	51.0652
32328	1.14066	0.163365	0.00471593	0.0244374	1.84609	180.793	4957.39	51.0652
32329	2.36392	0.165012	0.00926827	0.0241946	1.84591	180.801	4957.39	51.0652
32330	35.519	0.179443	0.110801	0.0222248	1.84652	180.723	4957.39	51.0652
32331	56.0947	0.213495	0.167075	0.0186308	1.84832	180.523	4957.39	51.0653
32332	40.2735	0.231074	0.123884	0.0171946	1.84915	180.437	4957.39	51.0653
32333	17.8337	0.234062	0.0591749	0.0169747	1.84926	180.432	4957.39	51.0653
32334	42.2714	0.243786	0.129346	0.0162817	1.85004	180.354	4957.39	51.0654
32335	0.726236	0.245116	0.00309218	0.016195	1.85011	180.357	4957.38	51.0654
32336	0.62824	0.240022	0.00270197	0.016545	1.84997	180.382	4957.38	51.0654
32337	0.775042	0.235097	0.00328601	0.0168978	1.84984	180.406	4957.38	51.0655
32338	1.17786	0.230759	0.00484984	0.0172213	1.84971	180.428	4957.38	51.0655
32339	12.7344	0.227783	0.0435269	0.0174512	1.8496	180.446	4957.38	51.0655
32340	35.9903	0.23517	0.111899	0.0168948	1.85003	180.407	4957.38	51.0656
32341	27.1297	0.266782	0.0865511	0.0148651	1.85147	180.259	4957.38	51.0656
32342	28.9197	0.282282	0.0916756	0.0140386	1.85218	180.196	4957.37	51.0656
32343	22.2032	0.308832	0.0720792	0.0128153	1.85331	180.091	4957.37	51.0657
32344	3.43268	0.317431	0.0130315	0.0124666	1.85368	180.072	4957.37	51.0657
32345	4.06395	0.320418	0.0152262	0.0123513	1.85391	180.068	4957.37	51.0657
32346	2.24317	0.323362	0.00879547	0.0122388	1.85421	180.058	4957.37	51.0658
32347	21.6568	0.320654	0.0704516	0.0123431	1.85445	180.054	4957.37	51.0658
32348	57.5861	0.327717	0.170466	0.0120708	1.8551	180.004	4957.37	51.0658
32349	18.0853	0.347112	0.0597486	0.0113849	1.85613	179.916	4957.37	51.0659
32350	0.951535	0.34064	0.00396827	0.011607	1.85613	179.943	4957.36	51.0659
32351	0.707409	0.33058	0.0030122	0.0119673	1.85605	179.978	4957.36	51.0659
32352	0.744412	0.320878	0.00315919	0.0123364	1.85595	180.012	4957.36	51.066
32353	0.83098	0.312602	0.00350035	0.0126701	1.85586	180.045	4957.36	51.066
32354	0.645172	0.304516	0.002766	0.0130137	1.85577	180.077	4957.36	51.066
32355	0.563142	0.296453	0.00243717	0.0133748	1.85566	180.109	4957.36	51.0661
32356	0.513831	0.288717	0.00223792	0.0137404	1.85555	180.14	4957.36	51.0661
32357	0.484917	0.281345	0.00212054	0.0141076	1.85543	180.171	4957.36	51.0661
32358	0.446796	0.27432	0.00196485	0.014476	1.85531	180.202	4957.35	51.0662
32359	0.421811	0.267611	0.00186236	0.014846	1.85518	180.231	4957.35	51.0662
32360	0.39769	0.261231	0.00176298	0.0152156	1.85505	180.26	4957.35	51.0662
32361	0.375474	0.255141	0.00167105	0.0155858	1.85491	180.289	4957.35	51.0662
32362	0.356812	0.249339	0.00159354	0.0159554	1.85477	180.316	4957.35	51.0663
32363	0.355589	0.243835	0.00158864	0.0163223	1.85462	180.343	4957.35	51.0663
32364	0.544163	0.239186	0.00236353	0.0166462	1.85448	180.369	4957.35	51.0663
32365	0.393311	0.234676	0.00174596	0.0169725	1.85433	180.394	4957.35	51.0664
32366	0.340375	0.230107	0.00152558	0.017316	1.85418	180.419	4957.34	51.0664
32367	0.393272	0.225896	0.00174621	0.0176451	1.85402	180.444	4957.34	51.0664
32368	1.81303	0.222868	0.00723844	0.0178908	1.85386	180.467	4957.34	51.0665
32369	0.624878	0.221328	0.00269031	0.0180205	1.85373	180.486	4957.34	51.0665
32370	0.354641	0.217967	0.00158591	0.0183042	1.85357	180.509	4957.34	51.0665
32371	1.35148	0.218162	0.00551394	0.0182925	1.85344	180.527	4957.34	51.0666
32372	0.429222	0.215949	0.00189576	0.0184853	1.85329	180.547	4957.34	51.0666
32373	0.292696	0.212784	0.00132574	0.0187657	1.85312	180.568	4957.34	51.0666
32374	0.257008	0.209546	0.001174	0.0190611	1.85294	180.589	4957.33	51.0666
32375	0.347434	0.20654	0.00155651	0.0193438	1.85276	180.61	4957.33	51.0667
32376	0.403364	0.20412	0.00178958	0.0195781	1.85258	180.629	4957.33	51.0667
32377	0.462661	0.201824	0.00203424	0.0198057	1.8524	180.648	4957.33	51.0667
32378	0.477074	0.200157	0.00209349	0.0199751	1.85223	180.666	4957.33	51.0668
32379	0.27339	0.197766	0.00124442	0.0202212	1.85204	180.684	4957.33	51.0668
32380	0.220328	0.195158	0.00101691	0.020496	1.85185	180.702	4957.33	51.0668
32381	0.199105	0.19255	0.000924941	0.020778	1.85165	180.72	4957.33	51.0669
32382	0.187961	0.189993	0.000876414	0.0210618	1.85145	180.738	4957.32	51.0669
32383	0.180571	0.187504	0.000844141	0.0213455	1.85125	180.755	4957.32	51.0669
32384	0.174687	0.185088	0.000818389	0.0216281	1.85104	180.771	4957.32	51.067
32385	0.170107	0.182746	0.000798311	0.0219091	1.85083	180.787	4957.32	51.067
32386	0.172331	0.180491	0.000808148	0.0221864	1.85062	180.803	4957.32	51.067
32387	0.175531	0.178339	0.00082226	0.0224575	1.85041	180.818	4957.32	51.067
32388	0.168995	0.176253	0.000793571	0.0227265	1.85019	180.833	4957.32	51.0671
32389	0.161949	0.174218	0.00076255	0.022995	1.84997	180.847	4957.32	51.0671
32390	0.156936	0.172239	0.000740439	0.0232621	1.84974	180.861	4957.31	51.0671
32391	0.153015	0.170317	0.000723114	0.0235272	1.84952	180.875	4957.31	51.0672
32392	0.195698	0.168513	0.000910757	0.0237815	1.84929	180.888	4957.31	51.0672
32393	0.364709	0.16745	0.00163084	0.0239345	1.84907	180.9	4957.31	51.0672
32394	0.209995	0.166029	0.000973048	0.0241413	1.84884	180.912	4957.31	51.0673
32395	0.167976	0.164442	0.000789381	0.0243762	1.8486	180.924	4957.31	51.0673
32396	0.151979	0.16284	0.000718697	0.0246178	1.84837	180.936	4957.31	51.0673
32397	0.144544	0.161261	0.000685695	0.0248605	1.84813	180.947	4957.31	51.0673
32398	0.140938	0.159719	0.00066966	0.0251019	1.84788	180.959	4957.31	51.0674
32399	0.161977	0.158283	0.000763051	0.0253309	1.84764	180.969	4957.3	51.0674
32400	0.15101	0.156881	0.00071452	0.0255583	1.84739	180.98	4957.3	51.0674
32401	0.142601	0.155492	0.000677154	0.0257875	1.84714	180.99	4957.3	51.0675
32402	0.138187	0.15413	0.000657492	0.026016	1.84689	181	4957.3	51.0675
32403	0.135637	0.152802	0.000646124	0.0262427	1.84663	181.009	4957.3	51.0675
32404	0.134081	0.151509	0.000639185	0.0264668	1.84638	181.019	4957.3	51.0676
32405	0.133057	0.150254	0.000634624	0.0266882	1.84612	181.028	4957.3	51.0676
32406	0.132444	0.149034	0.000631899	0.0269066	1.84586	181.036	4957.3	51.0676
32407	0.131927	0.14785	0.000629603	0.0271218	1.84559	181.045	4957.29	51.0676
32408	0.133602	0.146703	0.00063712	0.0273334	1.84533	181.053	4957.29	51.0677
32409	0.161026	0.145652	0.00075911	0.0275301	1.84506	181.061	4957.29	51.0677
32410	0.231986	0.144763	0.00106883	0.0276983	1.84479	181.068	4957.29	51.0677
32411	0.362202	0.144348	0.00162149	0.0277766	1.84453	181.075	4957.29	51.0678
32412	0.233536	0.143721	0.00107556	0.0278965	1.84426	181.081	4957.29	51.0678
32413	49.3857	0.143849	0.149532	0.0278588	1.84428	181.056	4957.29	51.0678
32414	2.43377	0.155524	0.00952873	0.0257273	1.84512	180.945	4957.29	51.0678
32415	0.280139	0.155004	0.00127448	0.025814	1.84489	180.953	4957.28	51.0679
32416	0.187557	0.153637	0.00087538	0.0260445	1.84464	180.964	4957.28	51.0679
32417	1.18502	0.153616	0.00489043	0.0260482	1.8444	180.972	4957.28	51.0679
32418	38.7977	0.156961	0.120186	0.0254826	1.84446	180.948	4957.28	51.068
32419	47.9426	0.185999	0.145248	0.0214379	1.84645	180.717	4957.28	51.068
32420	58.8603	0.212934	0.174472	0.0186813	1.84809	180.535	4957.28	51.068
32421	18.2449	0.224114	0.0604284	0.0177338	1.84876	180.466	4957.28	51.0681
32422	0.460387	0.222239	0.00202296	0.0178881	1.84865	180.483	4957.28	51.0681
32423	0.250565	0.217864	0.0011458	0.0182533	1.84848	180.506	4957.27	51.0681
32424	0.202095	0.213366	0.000936987	0.018644	1.84831	180.529	4957.27	51.0682
32425	0.184849	0.209023	0.000861945	0.0190372	1.84813	180.551	4957.27	51.0682
32426	0.174852	0.204866	0.000818262	0.0194292	1.84795	180.573	4957.27	51.0682
32427	0.170862	0.200904	0.000800818	0.0198178	1.84776	180.594	4957.27	51.0683
32428	0.171275	0.197142	0.000802705	0.0202013	1.84757	180.614	4957.27	51.0683
32429	0.174313	0.193575	0.000816118	0.0205787	1.84737	180.634	4957.27	51.0683
32430	0.178864	0.190194	0.000836144	0.0209495	1.84717	180.653	4957.27	51.0683
32431	0.183976	0.186986	0.000858592	0.0213137	1.84697	180.672	4957.26	51.0684
32432	0.190513	0.183939	0.000887218	0.0216713	1.84676	180.69	4957.26	51.0684
32433	0.199438	0.181045	0.000926174	0.0220221	1.84655	180.708	4957.26	51.0684
32434	0.211555	0.178297	0.000978857	0.0223656	1.84634	180.725	4957.26	51.0685
32435	0.254262	0.175751	0.00116284	0.0226935	1.84612	180.741	4957.26	51.0685
32436	0.292544	0.173428	0.00132598	0.0230012	1.84591	180.757	4957.26	51.0685
32437	0.396582	0.171337	0.00176228	0.0232852	1.84569	180.772	4957.26	51.0686
32438	0.665852	0.169956	0.00285784	0.0234774	1.84548	180.785	4957.26	51.0686
32439	0.667138	0.168868	0.00286314	0.0236312	1.84527	180.798	4957.25	51.0686
32440	0.663374	0.167952	0.00284825	0.0237623	1.84507	180.81	4957.25	51.0687
32441	23.2283	0.167507	0.075433	0.0238233	1.84499	180.808	4957.25	51.0687
32442	24.1634	0.180474	0.0781371	0.0220819	1.84581	180.709	4957.25	51.0687
32443	22.188	0.186476	0.072297	0.0213623	1.84603	180.68	4957.25	51.0687
32444	43.4317	0.206953	0.132715	0.0192166	1.84716	180.553	4957.25	51.0688
32445	4.65099	0.228654	0.0172754	0.0173679	1.84821	180.442	4957.25	51.0688
32446	5.72248	0.240679	0.0208998	0.0164886	1.8488	180.385	4957.25	51.0688
32447	38.694	0.248317	0.119412	0.0159743	1.84924	180.346	4957.25	51.0689
32448	86.3382	0.261124	0.245485	0.0151833	1.84974	180.303	4957.24	51.0689
32449	44.1692	0.295843	0.134393	0.0133776	1.85118	180.161	4957.24	51.0689
32450	5.7372	0.324694	0.0209124	0.0121759	1.8522	180.07	4957.24	51.069
32451	2.80318	0.32631	0.010809	0.0121203	1.85222	180.09	4957.24	51.069
32452	17.1146	0.323996	0.056884	0.0122118	1.85223	180.111	4957.24	51.069
32453	1.97197	0.325871	0.00780805	0.0121416	1.85251	180.102	4957.24	51.0691
32454	0.993195	0.319344	0.00413306	0.012396	1.85244	180.131	4957.24	51.0691
32455	0.848715	0.311932	0.00357151	0.012697	1.85235	180.161	4957.23	51.0691
32456	20.3452	0.308056	0.066607	0.0128597	1.85245	180.169	4957.23	51.0692
32457	26.8697	0.318532	0.0857176	0.0124285	1.85317	180.11	4957.23	51.0692
32458	25.4414	0.325086	0.0815565	0.012174	1.85368	180.076	4957.23	51.0692
32459	0.890127	0.322106	0.00373215	0.0122905	1.85375	180.09	4957.23	51.0693
32460	0.575643	0.313536	0.00248755	0.0126333	1.85366	180.122	4957.23	51.0693
32461	0.504902	0.304991	0.00220161	0.0129941	1.85355	180.154	4957.23	51.0693
32462	0.47239	0.296805	0.00206938	0.0133594	1.85344	180.185	4957.23	51.0694
32463	0.445666	0.289009	0.00196021	0.0137267	1.85333	180.215	4957.22	51.0694
32464	0.434585	0.281632	0.00191496	0.0140931	1.85321	180.245	4957.22	51.0694
32465	0.411328	0.274623	0.00181937	0.0144595	1.85308	180.274	4957.22	51.0695
32466	0.800889	0.26835	0.00338646	0.0148042	1.85296	180.303	4957.22	51.0695
32467	0.757475	0.265966	0.00321565	0.0149427	1.85286	180.326	4957.22	51.0695
32468	0.84293	0.261662	0.00355246	0.0151946	1.85275	180.352	4957.22	51.0696
32469	20.0435	0.259004	0.0657918	0.0153525	1.85282	180.356	4957.22	51.0696
32470	19.9964	0.262371	0.0656444	0.0151531	1.85308	180.339	4957.22	51.0696
32471	2.1526	0.264956	0.008479	0.0150046	1.85327	180.33	4957.21	51.0696
32472	0.519261	0.261139	0.00226223	0.0152299	1.85316	180.355	4957.21	51.0697
32473	0.363182	0.255826	0.00162052	0.0155527	1.85303	180.381	4957.21	51.0697
32474	0.317801	0.250514	0.00143064	0.0158888	1.85289	180.407	4957.21	51.0697
32475	0.292587	0.245351	0.00132439	0.0162295	1.85274	180.433	4957.21	51.0698
32476	0.27327	0.240368	0.00124256	0.0165722	1.85259	180.458	4957.21	51.0698
32477	0.263393	0.235581	0.00120063	0.016915	1.85243	180.482	4957.21	51.0698
32478	0.258479	0.231023	0.00117979	0.0172547	1.85227	180.506	4957.21	51.0699
32479	0.259573	0.226695	0.00118459	0.01759	1.85211	180.529	4957.2	51.0699
32480	0.243452	0.222551	0.00111571	0.0179233	1.85194	180.552	4957.2	51.0699
32481	0.227866	0.218545	0.0010488	0.0182574	1.85177	180.574	4957.2	51.07
32482	0.216512	0.214688	0.000999886	0.0185909	1.8516	180.595	4957.2	51.07
32483	0.207391	0.210982	0.000960472	0.0189229	1.85142	180.616	4957.2	51.07
32484	0.228334	0.207466	0.00105112	0.0192487	1.85124	180.636	4957.2	51.0701
32485	17.9029	0.204545	0.0594759	0.0195274	1.8511	180.651	4957.2	51.0701
32486	2.61032	0.209549	0.0101493	0.0190492	1.85153	180.604	4957.2	51.0701
32487	1.0542	0.215082	0.00437844	0.018549	1.85193	180.561	4957.19	51.0701
32488	0.289251	0.211959	0.00131116	0.0188275	1.85177	180.582	4957.19	51.0702
32489	0.211499	0.208325	0.00097822	0.0191614	1.85159	180.603	4957.19	51.0702
32490	0.186824	0.204739	0.000870968	0.0195023	1.85141	180.623	4957.19	51.0702
32491	0.17585	0.201278	0.000823002	0.0198427	1.85122	180.643	4957.19	51.0703
32492	0.169566	0.197959	0.000795467	0.0201804	1.85103	180.663	4957.19	51.0703
32493	0.164896	0.194783	0.000774976	0.0205143	1.85083	180.682	4957.19	51.0703
32494	0.160792	0.191744	0.000756935	0.020844	1.85063	180.7	4957.19	51.0704
32495	0.157215	0.188837	0.00074119	0.0211694	1.85043	180.718	4957.18	51.0704
32496	0.154286	0.186055	0.000728286	0.0214902	1.85022	180.736	4957.18	51.0704
32497	0.151457	0.183391	0.000715804	0.0218064	1.85001	180.753	4957.18	51.0705
32498	0.148994	0.18084	0.00070493	0.022118	1.8498	180.769	4957.18	51.0705
32499	0.146828	0.178395	0.00069536	0.0224248	1.84959	180.785	4957.18	51.0705
32500	0.144671	0.176051	0.000685817	0.0227269	1.84937	180.801	4957.18	51.0705
32501	0.1428	0.173802	0.000677537	0.0230243	1.84914	180.816	4957.18	51.0706
